sentence	label_name	label_ID	language
Die Lebensqualität von Einwanderern und die psychische Gesundheit wird von ihrem Status in den Vereinigten Staaten beeinflusst.	Health and Safety	9	de
Die Gleichstellung der Ehe bietet gleichgeschlechtliche Paare rechtliche und finanzielle Sicherheit und verbessert ihre Lebensqualität.	Health and Safety	9	de
Der mangelnde Zugang zur Gesundheitsversorgung kann zu einer verringerten Lebensqualität von Einwanderern, einschließlich undokumentierter Einwanderer, führen.	Health and Safety	9	de
Gegner der gleichgeschlechtlichen Ehe argumentieren, dass sie die traditionelle Familienstruktur bedroht und möglicherweise die Lebensqualität von Kindern schädelt.	Health and Safety	9	de
Einwanderer tragen zur US-Wirtschaft und Gesellschaft bei, aber Politik, die die Chancen für Einwanderer einschränken, können sich negativ auf ihre Lebensqualität und das Wohlbefinden auswirken.	Health and Safety	9	de
Gleichgeschlechtliche Ehe kann zu einer erhöhten sozialen Akzeptanz und Unterstützung führen, wodurch das Wohlbefinden und die Lebensqualität von LGBTQ+ -Personen verbessert werden.	Quality of Life	10	de
Einwanderer ohne Papiere stehen vor zahlreichen Herausforderungen, einschließlich begrenzter Beschäftigungsmöglichkeiten, die sich auf ihre finanzielle Sicherheit und ihre Lebensqualität auswirken können.	Quality of Life	10	de
Gegner der gleichgeschlechtlichen Ehe argumentieren, dass sie gegen traditionelle religiöse Überzeugungen widerspricht, was möglicherweise die Lebensqualität religiöser Menschen schadet.	Quality of Life	10	de
Eine gleichgeschlechtliche Ehe kann zu einem stärkeren Zugang zu Gesundheits- und Versicherungsschutz für LGBTQ+ -Personen führen und ihre Lebensqualität verbessern.	Quality of Life	10	de
Einwanderer, die aufgrund von Abschiebung oder Inhaftierung ausgesetzt sind, können ein Trauma und emotionale Belastung erleben, was sich negativ auf ihre Lebensqualität auswirkt.	Quality of Life	10	de
Die gleichgeschlechtliche Ehe fordert traditionelle kulturelle Normen in Frage, stärkt aber letztendlich unsere Gesellschaft, indem er die Liebe zwischen zwei Individuen anerkennt und feiert.	Quality of Life	10	de
Einwanderer haben im Laufe der Geschichte zum Reichtum und Vielfalt der amerikanischen Kultur beigetragen und tun dies bis heute.	Quality of Life	10	de
Einwanderer bringen einzigartige kulturelle Perspektiven mit, die unser Verständnis der Welt verbessern und das interkulturelle Verständnis fördern können.	Quality of Life	10	de
Die gleichgeschlechtliche Ehe spiegelt die sich verändernden kulturellen Einstellungen gegenüber Geschlecht und Sexualität sowie die Bedeutung der Gleichheit in unserer Gesellschaft wider.	Quality of Life	10	de
Einwanderungspolitik, die die kulturelle Identität von Einwanderergemeinschaften nicht anerkennen können, können zu sozialer Ausgrenzung und Marginalisierung führen.	Quality of Life	10	de
Einwanderer können ihre kulturelle Identität aufrechterhalten und sich gleichzeitig an ihr neues Zuhause anpassen und eine lebendigere und vielfältigere Gesellschaft schaffen.	Cultural Identity	11	de
Die gleichgeschlechtliche Ehe fordert traditionelle kulturelle Werte in Frage, repräsentiert aber auch den Triumph der Liebe und die Anerkennung der Menschheit aller Individuen.	Cultural Identity	11	de
Die gleichgeschlechtliche Ehe ist ein Produkt kultureller Evolution und spiegelt die sich ändernden Einstellungen der Gesellschaft gegenüber Geschlecht, Sexualität und der Bedeutung der Familie wider.	Cultural Identity	11	de
Einwanderungspolitik, die kulturelle Identität anerkennen und respektieren, kann die soziale Harmonie fördern und das Gefüge unserer Gesellschaft stärken.	Cultural Identity	11	de
Die gleichgeschlechtliche Ehe spiegelt den Kampf um LGBTQ+ -Rechte und die kulturellen Veränderungen wider, die es möglich gemacht haben.	Cultural Identity	11	de
Umfragen der öffentlichen Meinung zeigen, dass die meisten Amerikaner für die Gewährung von Einwanderern undokumentierten Einwanderern einen rechtlichen Status gewähren.	Cultural Identity	11	de
Umfragen haben konsequent gezeigt, dass die öffentliche Unterstützung für die gleichgeschlechtliche Ehe in den letzten Jahrzehnten stetig zugenommen hat.	Cultural Identity	11	de
Eine kürzlich durchgeführte Umfrage ergab, dass die Mehrheit der Amerikaner die gleichgeschlechtliche Ehe unterstützt, wobei 67% der Befragten darauf hinweisen, dass sie sich dafür befassen.	Cultural Identity	11	de
Umfragen haben konsequent gezeigt, dass die Amerikaner in das Thema Einwanderung aufgeteilt sind, wobei einige strengere Einwanderungspolitik unterstützt werden, während andere sich für einen milderen Ansatz einsetzen.	Cultural Identity	11	de
Umfragen der öffentlichen Meinung haben gezeigt, dass die jüngere Generation mit größerer Wahrscheinlichkeit gleichgeschlechtliche Ehe als ältere Generationen unterstützt.	Cultural Identity	11	de
Umfragen der öffentlichen Meinung deuten darauf hin, dass die Amerikaner die Einwanderung stärker unterstützen, wenn sie Einwanderer als beitragen zur Wirtschaft und Gesellschaft als als Belastung für soziale Dienste betrachten.	Public Opinion	12	de
Trotz einer erheblichen Veränderung der öffentlichen Meinung zugunsten der gleichgeschlechtlichen Ehe in den letzten zehn Jahren ist es nach wie vor eine starke Partisaner-Kluft in diesem Thema.	Public Opinion	12	de
Trotz öffentlicher Meinungsumfragen, die auf eine starke Unterstützung für eine umfassende Einwanderungsreform hinweisen, konnten die Gesetzgeber in dieser Frage keine sinnvollen Gesetze verabschieden.	Public Opinion	12	de
Eine Studie des Pew Research Center 2020 ergab, dass die Demokraten häufiger als Republikaner glauben, dass Einwanderer das Land stärken und dass die wachsende Vielfalt der US -Bevölkerung eine positive Sache ist.	Public Opinion	12	de
Eine Gallup-Umfrage aus dem Jahr 2020 ergab, dass 70% der Amerikaner der Ansicht sind, dass die gleichgeschlechtliche Ehe rechtlich anerkannt werden sollte.	Public Opinion	12	de
Der Einfluss von Lobbyisten und besonderen Interessengruppen auf die Debatte über die Einwanderungsreform kann nicht überbewertet werden, da sie Millionen von Dollar in Lobby -Bemühungen zum Einfluss von gewählten Beamten gießen.	Public Opinion	12	de
Die gleichgeschlechtliche Ehe ist in der amerikanischen Politik zu einem äußerst spaltenden Thema geworden, wobei konservative Politiker sie als Instrument zur Mobilisierung ihrer Basis und Liberalen als eine Frage der gleichberechtigten Rechte einsetzen.	Public Opinion	12	de
In den letzten Jahren wurde die Debatte über die Einwanderung zunehmend politisiert, wobei beide wichtigen politischen Parteien das Thema nutzen, um ihre jeweiligen Stützpunkte anzusprechen.	Public Opinion	12	de
Viele Politiker, die sich gegen die gleichgeschlechtliche Ehe aussprechen, tun dies aus Gründen der traditionellen religiösen Überzeugungen und ignorieren oft die Tatsache, dass die Trennung von Kirche und Staat ein wichtiger Grundsatz der amerikanischen Demokratie ist.	Public Opinion	12	de
Um jüngere Wähler anzusprechen, haben viele Politiker auf der linken Seite die gleichgeschlechtliche Ehe als wichtige Plattformproblem angenommen und sie als eine Frage der sozialen Gerechtigkeit und der Gleichheit gestrichen.	Public Opinion	12	de
Trotz der Tatsache, dass die Mehrheit der Amerikaner die Einwanderungsreform unterstützt, haben Politiker auf beiden Seiten des Ganges nicht bereit, Maßnahmen zu diesem Thema zu ergreifen, weil sie befürchten, dass sie ihre Basis entfremden wird.	Political	13	de
Die Frage der Einwanderung ist zu einem zentralen Thema in Wahlzyklen geworden, wobei die Politiker ihre Ansichten zu diesem Thema nutzen, um ihre Basis anzusprechen und sich von ihren Gegnern zu unterscheiden.	Political	13	de
Lobbyisten für die gleichgeschlechtliche Ehe haben eine entscheidende Rolle bei der Gestaltung der Debatte über das Thema gespielt, wobei ihre Ressourcen für die gewählten Beamten der gewählten Beamten verwendet und die öffentliche Meinung durch Werbung und andere Medienkampagnen gestaltet werden.	Political	13	de
Der Kampf um gleichgeschlechtliche Ehe hat eine vielfältige Koalition von Aktivisten und Interessengruppen zusammengebracht, darunter LGBT-Organisationen, Bürgerrechtsgruppen und religiöse Organisationen, die die Gleichstellung der Ehe unterstützen.	Political	13	de
Die Frage der Einwanderungsreform ist in der amerikanischen Politik zu einem äußerst emotionalen und spaltenden Thema geworden, wobei viele Politiker und Wähler auf beiden Seiten des Themas nicht bereit sind, Kompromisse zu kompromittieren oder gemeinsame Gründe zu finden.	Political	13	de
Die Entscheidung des Obersten Gerichtshofs zur gleichgeschlechtlichen Ehe wurde von LGBTQ-Aktivisten und Verbündeten auf der ganzen Welt als großer Sieg für Gleichheit gefeiert.	Political	13	de
Der Ruf der Vereinigten Staaten als Demokratie -Leuchtfeuer wurde durch die Behandlung von Einwanderern und ihr Vorgehen gegen friedliche Proteste getrübt.	Political	13	de
Die Biden-Verwaltung hat Schritte unternommen, um den Ruf Amerikas auf der globalen Bühne zu reparieren, indem er einige der Einwanderungspolitik der Trump-Ära umgekehrt hat.	Political	13	de
Die Bemühungen der Trump -Regierung, die Einwanderung aus bestimmten Ländern einzuschränken, wurde dafür kritisiert, diskriminierend und den Ruf des Landes zu schädigen.	Political	13	de
Die Einwanderungspolitik war seit der Gründung des Landes ein wesentlicher Bestandteil der amerikanischen Außenpolitik, wobei der Ruf der Vereinigten Staaten häufig mit seiner Offenheit gegenüber Einwanderern verflochten ist.	Political	13	de
Der Ruf der Vereinigten Staaten als weltweit führender Menschenrechte wurde durch die Behandlung von Einwanderern untergraben, insbesondere diejenigen, die Asyl an der südlichen Grenze suchen.	External Regulation and Reputation	14	de
Internationale Organisationen und Menschenrechtsgruppen haben die Vereinigten Staaten wegen ihrer Politik zur Einwanderung, einschließlich der Inhaftierung von Kindern und Familien, kritisiert.	External Regulation and Reputation	14	de
Die Legalisierung der gleichgeschlechtlichen Ehe in den Vereinigten Staaten hat dazu beigetragen, den Ruf des Landes als Führer in Menschenrechten und LGBTQ-Rechten zu verbessern.	External Regulation and Reputation	14	de
Die Unterstützung der Vereinigten Staaten für die gleichgeschlechtliche Ehe war ein wesentlicher Bestandteil ihrer Außenpolitik für Menschenrechte, wobei das Land für die weltweite Förderung von LGBTQ-Rechten arbeitete.	External Regulation and Reputation	14	de
Die Unterstützung der Obama -Regierung für DACA und ihre Bemühungen, einen Weg zur Staatsbürgerschaft für undokumentierte Einwanderer zu bieten, trug dazu bei, den Ruf des Landes in Bezug auf die Einwanderungspolitik zu verbessern.	External Regulation and Reputation	14	de
Die Covid-19-Pandemie hat die Einwanderungspolitik neue Herausforderungen mit sich gebracht, wobei viele Länder die Reisen und Quarantänemessungen einschränken.	External Regulation and Reputation	14	de
Die Diskriminierung von Einwanderern und LGBTQ -Personen kann tiefgreifende Auswirkungen auf die psychische Gesundheit haben, was zu Problemen wie Depressionen, Angstzuständen und PTBS führt.	External Regulation and Reputation	14	de
Der Schnittpunkt von Rasse und Einwanderung ist ein komplexes und oft übersehenes Problem, bei dem Farbige mit zusätzlichen Hindernissen und Herausforderungen im Einwanderungsprozess stehen.	External Regulation and Reputation	14	de
Die gleichgeschlechtliche Ehe war ein Blitzrute für religiöse Konservative, der argumentiert, dass sie die traditionellen Werte und die Heiligkeit der Ehe untergräbt.	External Regulation and Reputation	14	de
Die Debatte um Einwanderung konzentriert sich häufig auf Fragen der Sicherheit und der wirtschaftlichen Stabilität, wobei die Menschenrechte und die Würde von Migranten und Flüchtlingen wenig Beachtung geschenkt werden.	External Regulation and Reputation	14	de
LGBTQ -Einwanderer sind häufig mit Isolation und mangelnder Unterstützung der Gemeinschaft ausgesetzt, was es schwierig macht, ihr neues Leben in einem fremden Land zu navigieren.	Other	15	de
Die Frage der Einwanderung wird oft in Bezug auf "US und" sie "umrahmt, was zur Entmenschlichung und Stigmatisierung von Einwanderern und Flüchtlingen führt.	Other	15	de
LGBTQ -Einwanderer sind häufig zusätzliche Hindernisse für die rechtliche und soziale Anerkennung ausgesetzt, was es schwierig macht, Zugang zu Grundrechten und Schutzmaßnahmen zu erhalten.	Other	15	de
Die Erfahrungen von LGBTQ -Einwanderern und Flüchtlingen werden oft übersehen oder ignoriert, was zu zusätzlichen Hindernissen und Herausforderungen auf ihren Reisen führt.	Other	15	de
Die Idee einer grenzenlosen Welt mag ansprechend erscheinen, wirft jedoch schwierige Fragen zu Fragen wie nationaler Souveränität und kultureller Identität auf.	Other	15	de
Die moralischen und ethischen Implikationen der gleichgeschlechtlichen Ehe sind zentral für die Debatte, da die Anerkennung gleichgeschlechtlicher Paare zutiefst die Überzeugungen über die Natur von Ehe und Familie herausfordert.	Other	15	de
Unsere Glaubenstraditionen fordern uns auf, die Würde und jeden Menschen unabhängig von ihrem Einwanderungsstatus zu erkennen und für gerechte und humane Richtlinien zu arbeiten, die die am stärksten gefährdeten unter uns schützen.	Other	15	de
Die moralischen Auswirkungen der Einwanderungspolitik gehen über unsere Verpflichtung, die Bedürftigen zu betreuen, über die Pflege der Bedürftigen hinaus, da unsere Politik auch weitreichende wirtschaftliche, soziale und politische Konsequenzen haben kann.	Other	15	de
Die moralischen und ethischen Implikationen der Einwanderungspolitik sind in Bezug auf Kinder besonders ausgeprägt, die aufgrund unserer Richtlinien häufig einer starken Behandlung und einem Trauma ausgesetzt sind.	Other	15	de
Unsere moralischen und ethischen Werte als Nation fordern, dass wir Flüchtlingen und Asylbewerbern, die gegen Gewalt und Verfolgung fliehen, Schutz und Unterstützung unabhängig von ihrer nationalen Herkunft oder Religion bieten.	Other	15	de
Einwanderer waren schon immer ein wesentlicher Bestandteil der Geschichte und Wirtschaft unserer Nation, und es ist wichtig, dass wir ihre Beiträge anerkennen und Fairness und Gleichheit fördern.	Morality	3	de
Einwanderer sollten mit Würde und Respekt behandelt werden und die Ressourcen und Möglichkeiten zur Verfügung gestellt werden, um erfolgreich zu sein und zu unserer Gesellschaft beizutragen.	Morality	3	de
Ein faires Einwanderungssystem sollte die Wiedervereinigung der Familie priorisieren und für alle undokumentierten Einwanderer einen Weg zur Staatsbürgerschaft bieten.	Morality	3	de
Unsere Einwanderungspolitik muss von den Prinzipien der Fairness und Gleichheit geleitet werden, was bedeutet, alle Personen mit Respekt und Würde zu behandeln und ihnen die Möglichkeit zu geben, zu unserer Gesellschaft beizutragen.	Morality	3	de
Die Prinzipien von Fairness und Gleichheit erfordern, dass wir die Rechte und Würde gleichgeschlechtlicher Paare anerkennen und ihnen die gleiche rechtliche Anerkennung und den gleichen Schutz wie Geschlechts-Paare geben	Morality	3	de
Die Rechtsprechung des gleichgeschlechtlichen Ehegesetzes muss die Bedeutung der Nichtdiskriminierung, der Meinungsfreiheit und des Rechts auf Privatsphäre anerkennen und gleichzeitig die soziale Eingliederung und Vielfalt fördern.	Fairness and Equality	4	de
Die Regierung hat die Befugnis, die Einwanderung zu regulieren, aber diese Behörde muss in einer Weise ausgeübt werden, die das angemessene Verfahren und den gleichen Schutzrechte aller Personen respektiert.	Fairness and Equality	4	de
Der Oberste Gerichtshof hat festgestellt, dass gleichgeschlechtliche Paare das Recht zu heiraten haben, und diese Entscheidung beruht auf den Grundsätzen der individuellen Freiheit und Gleichheit nach dem Gesetz.	Fairness and Equality	4	de
Die Verfassung garantiert allen Personen, einschließlich derjenigen in gleichgeschlechtlichen Beziehungen, einen gleichen Schutz nach dem Gesetz, und dieses Prinzip muss von den Gerichten und der Regierung bestätigt werden.	Fairness and Equality	4	de
Die Regierung hat die Verantwortung, die Rechte und Freiheiten aller Personen, einschließlich Einwanderer, zu schützen, und diese Pflicht muss von den Gerichten und der Regierung bestätigt werden.	Fairness and Equality	4	de
Um das Problem der Einwandererintegration anzugehen, müssen Richtlinien implementiert werden, die Zugang zu Gesundheitsversorgung, Bildung und anderen wesentlichen Dienstleistungen ermöglichen.	Legality, Constitutionality and Jurisprudence	5	de
Richtlinien zur Förderung des Wirtschaftswachstums müssen die Beiträge von Einwanderern berücksichtigen und sicherstellen, dass sie in der Lage sind, vollständig an der Wirtschaft teilzunehmen.	Legality, Constitutionality and Jurisprudence	5	de
Um die Frage der Diskriminierung von LGBT -Personen anzugehen, müssen Richtlinien umgesetzt werden, die einen größeren Rechtsschutz bieten und sicherstellen, dass ihre Rechte in allen Lebensbereichen respektiert werden.	Legality, Constitutionality and Jurisprudence	5	de
Richtlinien zur Förderung der Integration von Einwanderern müssen in einer Weise umgesetzt werden, die die besonderen Bedürfnisse verschiedener Einwanderergemeinschaften respektiert.	Legality, Constitutionality and Jurisprudence	5	de
Um die Integration von Einwanderern in unsere Gesellschaft zu fördern, sollten wir Sprach- und Kompetenztraining anbieten, den Zugang zu Gesundheitsversorgung und Bildung erweitern und die Beschäftigungsbarrieren verringern.	Legality, Constitutionality and Jurisprudence	5	de
Die Durchsetzung von Einwanderungsgesetzen ist ein komplexes und oft umstrittenes Thema. Viele argumentieren, dass aktuelle Richtlinien sowohl ineffektiv als auch diskriminierend sind.	Policy Prescription and Evaluation	6	de
Die Wirksamkeit gleichgeschlechtlicher Ehegesetze wird häufig an ihrer Fähigkeit gemessen, gleichgeschlechtliche Paare rechtliche Anerkennung und Schutz zu gewährleisten.	Policy Prescription and Evaluation	6	de
Es wurde gezeigt, dass die Durchsetzung von Einwanderungsgesetzen sowohl auf die gezielten als auch auf die breitere Gemeinschaft negative Auswirkungen hat.	Policy Prescription and Evaluation	6	de
Die Auswirkungen gleichgeschlechtlicher Ehegesetze gehen über die rechtliche Anerkennung hinaus, und viele argumentieren, dass sie sich positiv auf die psychische Gesundheit und das Wohlbefinden auswirken können.	Policy Prescription and Evaluation	6	de
Die Durchsetzung von Einwanderungsgesetzen wird häufig wegen ihrer Auswirkungen auf Familien kritisiert, wobei viele argumentieren, dass dies zu Trennung und Trauma führen kann.	Health and Safety	9	de
Kritiker der Einwanderungspolitik argumentieren, dass sie zu steigenden Kriminalitätsraten und anderen Sicherheitsbedrohungen in den Vereinigten Staaten beigetragen haben.	Policy Prescription and Evaluation	6	de
Die gleichgeschlechtliche Ehe wurde in einigen Ländern, in denen noch Homosexualität kriminalisiert wird, mit nationalen Sicherheitsbedenken in Verbindung gebracht.	Crime and Punishment	7	de
Einige argumentieren, dass sich die Bemühungen der Regierung, illegale Einwanderung zu bekämpfen, negative Auswirkungen auf das Wohlergehen von Migrantenfamilien und -gemeinschaften haben.	Crime and Punishment	7	de
Die gleichgeschlechtliche Ehe wurde von vielen internationalen Organisationen und Menschenrechtsgruppen als grundlegendes menschliches Recht anerkannt.	Health and Safety	9	de
Die Einwanderungsrichtlinien müssen in einer Weise umgesetzt werden, die die nationale Sicherheit gewährleistet und vor potenziellen Bedrohungen schützt.	Crime and Punishment	7	de
Gleichgeschlechtliche Paare haben Hindernisse für den Zugang zum Gesundheitswesen, einschließlich der Ablehnung von Ehegattenleistungen und Diskriminierung durch Gesundheitsdienstleister.	Crime and Punishment	7	de
Die kulturelle Kompetenzausbildung für Gesundheitsdienstleister kann die Qualität der Versorgung von Patienten mit Migrationshintergrund und LGBTQ verbessern.	Security and Defense	8	de
Der mangelnde Zugang zur Gesundheitsversorgung kann schwerwiegende gesundheitliche Folgen für undokumentierte Einwanderer haben, einschließlich vermeidbarer Krankheiten und unbehandelten Bedingungen.	Security and Defense	8	de
Einwanderer, die befürchten, kann eine Abschiebung vermeiden, um eine Gesundheitsversorgung zu suchen, was zu einer verzögerten Behandlung und einer schlechteren Gesundheitsergebnisse führen kann.	Security and Defense	8	de
Es wurde festgestellt, dass die Sanitärversorgung in Haftzentren für Einwanderer unzureichend ist, was zu Gesundheitsrisiken für Häftlinge führt.	Policy Prescription and Evaluation	6	de
Einwanderer stehen häufig vor erheblichen Herausforderungen bei der Integration in eine neue Gesellschaft, die sich auf ihre Lebensqualität und das Wohlbefinden auswirken kann.	Health and Safety	9	de
Die gleichgeschlechtliche Ehe bietet LGBTQ+ -Personen und ihre Familien rechtliche Anerkennung und Schutz und trägt zu einer insgesamt höheren Lebensqualität bei.	Quality of Life	10	de
Die Stimmung gegen Einwanderer kann jedoch zu Diskriminierung und Ausgrenzung führen, was die Lebensqualität von Einwanderern und ihren Familien negativ beeinflusst.	Health and Safety	9	de
Die Gleichstellung der Ehe kann die psychische Gesundheit und das Wohlbefinden von LGBTQ+ -Personen verbessern, indem sie das Stigma und die Diskriminierung reduzieren.	Health and Safety	9	de
Gegner der gleichgeschlechtlichen Ehe argumentieren, dass sie traditionelle Familienwerte bedroht und möglicherweise die Lebensqualität für einige Personen schädigen.	Health and Safety	9	de
Die Frage der Einwanderung ist tief mit Fragen der kulturellen Identität, der nationalen Souveränität und des Globalismus verbunden.	Quality of Life	10	de
Einwanderer bringen einen reichen Wandteppich kultureller Traditionen und Bräuche mit, der die kulturelle Vielfalt einer Gesellschaft verbessern kann.	Quality of Life	10	de
In der Debatte über die gleichgeschlechtliche Ehe geht es grundsätzlich um kulturelle Normen und Werte und die Rolle des Staates bei der Regulierung persönlicher Beziehungen.	Quality of Life	10	de
Einwanderungspolitik, die die kulturellen Identität von Einwanderern nicht anerkennen, die eine Gesellschaft schaffen, die der Vielfalt und dem sozialen Zusammenhalt feindlich ist.	Quality of Life	10	de
Die gleichgeschlechtliche Ehe spiegelt sich wider, dass sich die kulturellen Einstellungen zu Geschlecht und Sexualität verändert, und die Rolle des Staates bei der Regulierung persönlicher Beziehungen.	Quality of Life	10	de
Trotz öffentlicher Meinungsumfragen, die auf eine umfassende Unterstützung für die gleichgeschlechtliche Ehe hinweisen, gibt es eine bedeutende Minderheit von Amerikanern, die sich dagegen aussprechen.	Cultural Identity	11	de
Umfragen haben gezeigt, dass das Problem der Einwanderung in bestimmten Bevölkerungsgruppen besonders umstritten ist, einschließlich der weißen Wähler der Arbeiterklasse und älteren Amerikanern.	Cultural Identity	11	de
Umfragen der öffentlichen Meinung haben gezeigt, dass die Unterstützung für die gleichgeschlechtliche Ehe unter den am College ausgebildeten Amerikanern und denjenigen, die sich als Demokraten identifizieren, am höchsten sind.	Cultural Identity	11	de
Trotz der Tatsache, dass die Umfragen über öffentliche Meinungen immer wieder zeigen, dass die Amerikaner einen Weg zur Staatsbürgerschaft für undokumentierte Einwanderer unterstützen, zögerten die Politiker, Maßnahmen zu ergreifen.	Cultural Identity	11	de
Umfragen haben gezeigt, dass die Frage der gleichgeschlechtlichen Ehe bei jüngeren Amerikanern besonders wichtig ist, die sich häufiger als LGBTQ+ identifizieren und die Gleichstellung der Ehe unterstützen.	Cultural Identity	11	de
Die Rolle des Geldes in der Politik ist ein wesentlicher Faktor in der Debatte über die Einwanderungsreform, wobei wohlhabende Spender ihre Ressourcen verwenden, um die Ansichten von Politikern zu beeinflussen und die öffentliche Meinung zu beeinflussen.	Public Opinion	12	de
Konservative Politiker rahmen ihre Opposition gegen die Einwanderung häufig aus der nationalen Sicherheit ein, wobei die Furchtmeistertaktik ihre Basis ausschüttet und die Unterstützung für strengere Einwanderungspolitik auftrennt.	Public Opinion	12	de
Die Debatte über die gleichgeschlechtliche Ehe hat viele Politiker gezwungen, sich zu einem äußerst kontroversen und polarisierenden Thema zu beziehen, oft auf Kosten ihrer persönlichen Überzeugungen oder der Ansichten ihrer Wähler.	Public Opinion	12	de
Lobbyisten sowohl für die Reformbewegungen der Pro-Einwanderung haben Millionen von Dollar in Lobbyarbeit eingeschoben, um gewählte Beamte zu beeinflussen und die öffentliche Meinung zu gestalten.	Public Opinion	12	de
Die Rolle der Medien bei der Gestaltung der öffentlichen Meinung zu Fragen wie Einwanderung und gleichgeschlechtlicher Ehe kann nicht überbewertet werden, da sie die Befugnis haben, die Ansichten von Millionen von Amerikanern durch ihre Berichterstattung und ihren Kommentar zu beeinflussen.	Public Opinion	12	de
Die Legalisierung der gleichgeschlechtlichen Ehe in den Vereinigten Staaten hat sich weltweit positiv auf LGBTQ-Rechte ausgewirkt.	Political	13	de
Das US -Außenministerium hat daran gearbeitet, LGBTQ -Rechte in Ländern zu fördern, in denen Diskriminierung und Gewalt gegen die Gemeinschaft weit verbreitet sind.	Political	13	de
Die Unterstützung der Obama-Regierung für die gleichgeschlechtliche Ehe trug dazu bei, den Ruf des Landes in Menschenrechtsfragen zu verbessern.	Political	13	de
Der Ruf der Vereinigten Staaten als Führer in Demokratie und Menschenrechten wurde durch die Behandlung von Einwanderern und deren Versäumnis, den Personen ohne Papiere einen Weg zur Staatsbürgerschaft zu bieten, untergraben.	Public Opinion	12	de
Die Bemühungen der Trump -Regierung, die Einwanderung aus bestimmten Ländern einzuschränken und DACA zu beenden, haben den Ruf des Landes als Führungskraft in Einwanderungspolitik und Menschenrechten beschädigt.	Political	13	de
Die Erfahrungen von LGBTQ -Einwanderern werden in größeren Diskussionen über die Einwanderungspolitik und -reform oft gelöscht oder ignoriert.	External Regulation and Reputation	14	de
Einwanderungspolitik kann erhebliche Auswirkungen auf die Gesundheit und das Wohlbefinden von Einwanderern und Flüchtlingen haben, wobei Faktoren wie Zugang zu Gesundheitsversorgung und sozialen Diensten eine entscheidende Rolle spielen.	External Regulation and Reputation	14	de
Die Covid-19-Pandemie hat die Bedeutung von Arbeitnehmern von Migrationshintergrund in Sektoren wie Gesundheitswesen und Lebensmittelproduktion unterstrichen, was die Notwendigkeit einer umfassenden Reform der Einwanderung hervorhebt.	External Regulation and Reputation	14	de
Der Aufstieg des rechtsextremen Populismus und der Einwanderungsstimmung hat die Rechte und die Sicherheit marginalisierter Gemeinschaften wie Einwanderer und LGBTQ-Personen in Gefahr gebracht.	External Regulation and Reputation	14	de
Einwanderungspolitik priorisieren häufig die Interessen von Unternehmen und Arbeitgebern vor den Bedürfnissen und Rechten von Einwanderern und Flüchtlingen.	External Regulation and Reputation	14	de
Der Anstieg der Migranten an der südlichen Grenze hat die aktuelle Kapazität und Ressourcen des US -Einwanderungssystems überwältigt	Other	15	de
In vielen Einwanderergemeinschaften fehlt der Zugang zu kritischen Ressourcen wie Gesundheitswesen und Bildung aufgrund von Sprachbarrieren und anderen systemischen Problemen.	Other	15	de
Das Einwanderungssystem muss dringend reformiert werden, um den Rückstand von Fällen zu begegnen und sicherzustellen, dass Einzelpersonen eine faire und zeitnahe Anhörung erhalten.	Other	15	de
Der Mangel an verfügbaren Ressourcen und Unterstützung für Flüchtlinge kann zu langfristigen Integrationsherausforderungen und zu einer Belastung der Wirtsgemeinschaften führen.	Other	15	de
Die Einwanderungspolitik muss die Verfügbarkeit von Arbeitsplätzen und Ressourcen zur Unterstützung von Einwanderern und der bestehenden Bevölkerung berücksichtigen.	Quality of Life	10	de
Einwanderer tragen zur Wirtschaft bei, indem sie Lücken auf dem Arbeitsmarkt füllen und neue Unternehmen gründen.	Capacity and Resources	2	de
Die Kosten für die Abschiebung von Millionen von Einwanderern ohne Papiere wären astronomisch, während die Legalisierung erhebliche wirtschaftliche Vorteile erzielen würde.	Capacity and Resources	2	de
Die Einwanderung wirkt sich positiv auf die US -Wirtschaft aus, führt zu Wachstum und Schaffung von Arbeitsplätzen.	Capacity and Resources	2	de
Das derzeitige Einwanderungssystem belastet die Arbeitgeber erheblich, die sich mit komplexen gesetzlichen Anforderungen befassen und sich bei der Einstellungspraktiken nicht mit Unsicherheiten befassen müssen.	Capacity and Resources	2	de
Die hohen Kosten für die legale Einwanderung können für viele Personen, insbesondere mit einem Einkommen mit niedrigem Einkommen, ein Hindernis für den Eintritt sein.	Capacity and Resources	2	de
Die Einwanderungspolitik ist nicht nur ein Thema Recht und Ordnung, sondern auch von Gerechtigkeit und Mitgefühl, da wir unsere Verpflichtung zur Durchsetzung des Gesetzes mit unserer Verantwortung für den Schutz der Menschenrechte und der Würde aller Menschen in Einklang bringen müssen.	Economic	1	de
Gegner der gleichgeschlechtlichen Ehe argumentieren, dass sie die moralische Grundlage der Gesellschaft untergräbt, während die Unterstützer behaupten, dass es sich um eine Frage von Gerechtigkeit und Gleichheit handelt.	Economic	1	de
Die universelle Erklärung der Menschenrechte erkennt das Recht jedes Menschen an, eine Asyl durch Verfolgung zu suchen, und es ist unsere moralische Verpflichtung, diesen Schutz zu gewährleisten.	Economic	1	de
Viele religiöse Traditionen haben sich entwickelt, um LGBTQ -Individuen und ihre Beziehungen aufzunehmen und die inhärente Würde und den Wert aller Menschen zu erkennen.	Economic	1	de
